SAMPID,region,sex
GTEX-1GZHY-0011-R1a-SM-CE6RR,Hippocampus,Female
GTEX-1GZHY-0011-R6a-SM-9OSWL,Nucleus Accumbens,Female
GTEX-1GZHY-0011-R8b-SM-9OSWK,Hypothalamus,Female
GTEX-1GZHY-0011-R9a-SM-9WG5R,Spinal Cord,Female
GTEX-1GZHY-3026-SM-7MXVA,Cerebellum,Female
GTEX-1GZHY-3126-SM-9QEHH,Cortex,Female
GTEX-1H1CY-0011-R10a-SM-CE6SD,Frontal Cortex,Female
GTEX-1H1CY-0011-R11a-SM-C1YQR,Cerebellar Hemi.,Female
GTEX-1H1CY-0011-R1a-SM-CKZOZ,Hippocampus,Female
GTEX-1H1CY-0011-R4b-SM-CJI3G,Amygdala,Female
GTEX-1H1CY-0011-R5a-SM-CM2SN,Caudate,Female
GTEX-1H1CY-0011-R6b-SM-CE6RP,Nucleus Accumbens,Female
GTEX-1H1CY-0011-R7a-SM-CJI32,Putamen,Female
GTEX-1H1CY-0011-R8b-SM-CJI31,Hypothalamus,Female
GTEX-1H1CY-3026-SM-9OSW7,Cerebellum,Female
GTEX-1H1DF-0011-R9b-SM-CM2RN,Spinal Cord,Female
GTEX-1H1DG-0011-R10b-SM-CE6S7,Frontal Cortex,Male
GTEX-1H1DG-0011-R11a-SM-C1YQK,Cerebellar Hemi.,Male
GTEX-1H1DG-0011-R1b-SM-CKZP1,Hippocampus,Male
GTEX-1H1DG-0011-R2a-SM-ADEIQ,Substantia Nigra,Male
GTEX-1H1DG-0011-R4a-SM-CE6RQ,Amygdala,Male
GTEX-1H1DG-0011-R5b-SM-CJI33,Caudate,Male
GTEX-1H1DG-0011-R6a-SM-A9SK8,Nucleus Accumbens,Male
GTEX-1H1DG-0011-R7b-SM-A96RR,Putamen,Male
GTEX-1H1DG-0011-R8a-SM-CL54Z,Hypothalamus,Male
GTEX-1H1DG-0011-R9b-SM-ACKVB,Spinal Cord,Male
GTEX-1H1DG-2826-SM-9JGHB,Cerebellum,Male
GTEX-1H1DG-2926-SM-9WYU3,Cortex,Male
GTEX-1H1ZS-0011-R10b-SM-A9SK9,Frontal Cortex,Male
GTEX-1H1ZS-0011-R11a-SM-C1YQM,Cerebellar Hemi.,Male
GTEX-1H1ZS-0011-R1b-SM-A9G1E,Hippocampus,Male
GTEX-1H1ZS-0011-R2b-SM-CL54Q,Substantia Nigra,Male
GTEX-1H1ZS-0011-R3b-SM-CE6RS,Ant. Cing. Ctx,Male
GTEX-1H1ZS-0011-R4b-SM-CKZO7,Amygdala,Male
GTEX-1H1ZS-0011-R5b-SM-CL53L,Caudate,Male
GTEX-1H1ZS-0011-R6b-SM-A9G1F,Nucleus Accumbens,Male
GTEX-1H1ZS-0011-R7a-SM-CL54P,Putamen,Male
GTEX-1H1ZS-0011-R8b-SM-A9SKA,Hypothalamus,Male
GTEX-1H1ZS-0011-R9a-SM-CM2SO,Spinal Cord,Male
GTEX-1H1ZS-2926-SM-9WPP2,Cerebellum,Male
GTEX-1H1ZS-3026-SM-9KNUJ,Cortex,Male
GTEX-1H23P-0011-R10a-SM-A96RS,Frontal Cortex,Male
GTEX-1H23P-0011-R1a-SM-ACKVC,Hippocampus,Male
GTEX-1H23P-0011-R2a-SM-CKZP3,Substantia Nigra,Male
GTEX-1H23P-0011-R3b-SM-CL54S,Ant. Cing. Ctx,Male
GTEX-1H23P-0011-R4b-SM-CL54R,Amygdala,Male
GTEX-1H23P-0011-R5a-SM-CKZOI,Caudate,Male
GTEX-1H23P-0011-R6b-SM-A9G1H,Nucleus Accumbens,Male
GTEX-1H23P-0011-R7b-SM-CKZP2,Putamen,Male
GTEX-1H23P-0011-R8b-SM-A9G1G,Hypothalamus,Male
GTEX-1H23P-0011-R9a-SM-CM2T1,Spinal Cord,Male
GTEX-1H23P-2926-SM-9WYU8,Cortex,Male
GTEX-1H2FU-0011-R11a-SM-CE6SB,Cerebellar Hemi.,Female
GTEX-1H2FU-0011-R3b-SM-CKZP4,Ant. Cing. Ctx,Female
GTEX-1H2FU-0011-R4a-SM-CL551,Amygdala,Female
GTEX-1H2FU-0011-R5b-SM-CL552,Caudate,Female
GTEX-1H2FU-0011-R9b-SM-CE6S4,Spinal Cord,Female
GTEX-1H2FU-3126-SM-9WYUJ,Cortex,Female
GTEX-1H3NZ-0011-R11b-SM-CE6SF,Cerebellar Hemi.,Male
GTEX-1H3NZ-0011-R1a-SM-CKZP5,Hippocampus,Male
GTEX-1H3NZ-0011-R3b-SM-CMKH2,Ant. Cing. Ctx,Male
GTEX-1H3NZ-0011-R4a-SM-CL54T,Amygdala,Male
GTEX-1H3NZ-0011-R5a-SM-CM2SP,Caudate,Male
GTEX-1H3NZ-0011-R6b-SM-A9G1N,Nucleus Accumbens,Male
GTEX-1H3NZ-0011-R7a-SM-A9SKD,Putamen,Male
GTEX-1H3NZ-0011-R8a-SM-CKZP6,Hypothalamus,Male
GTEX-1H3NZ-0011-R9a-SM-ADEH7,Spinal Cord,Male
GTEX-1H3NZ-2926-SM-9WPQ8,Cerebellum,Male
GTEX-1H3NZ-3026-SM-9JGHW,Cortex,Male
GTEX-1H3O1-0011-R10a-SM-CJI3O,Frontal Cortex,Male
GTEX-1H3O1-0011-R11a-SM-A96RV,Cerebellar Hemi.,Male
GTEX-1H3O1-0011-R1b-SM-CL554,Hippocampus,Male
GTEX-1H3O1-0011-R2b-SM-CKZOT,Substantia Nigra,Male
GTEX-1H3O1-0011-R3a-SM-ACKVD,Ant. Cing. Ctx,Male
GTEX-1H3O1-0011-R4b-SM-A9SKE,Amygdala,Male
GTEX-1H3O1-0011-R5b-SM-ADEH8,Caudate,Male
GTEX-1H3O1-0011-R6b-SM-CL54U,Nucleus Accumbens,Male
GTEX-1H3O1-0011-R7a-SM-CE6SJ,Putamen,Male
GTEX-1H3O1-0011-R8a-SM-CL555,Hypothalamus,Male
GTEX-1H3O1-0011-R9b-SM-CM2SQ,Spinal Cord,Male
GTEX-1H3O1-1726-SM-9WYSR,Cortex,Male
GTEX-1H3O1-1826-SM-A96TO,Cerebellum,Male
GTEX-1H3VE-0011-R10b-SM-A9SKC,Frontal Cortex,Male
GTEX-1H3VE-0011-R11b-SM-C1YRP,Cerebellar Hemi.,Male
GTEX-1H3VE-0011-R1a-SM-A9G1K,Hippocampus,Male
GTEX-1H3VE-0011-R2a-SM-CE6SA,Substantia Nigra,Male
GTEX-1H3VE-0011-R3a-SM-CE6SK,Ant. Cing. Ctx,Male
GTEX-1H3VE-0011-R5a-SM-CKZOU,Caudate,Male
GTEX-1H3VE-0011-R6b-SM-A9G1M,Nucleus Accumbens,Male
GTEX-1H3VE-0011-R7b-SM-CE6S9,Putamen,Male
GTEX-1H3VE-0011-R8b-SM-A9G1L,Hypothalamus,Male
GTEX-1H3VE-2726-SM-9WPP3,Cortex,Male
GTEX-1H3VE-2826-SM-9WPOL,Cerebellum,Male
GTEX-1H4P4-0011-R10b-SM-CE6SG,Frontal Cortex,Male
GTEX-1H4P4-0011-R11b-SM-CE6S8,Cerebellar Hemi.,Male
GTEX-1H4P4-0011-R1b-SM-CL54V,Hippocampus,Male
GTEX-1H4P4-0011-R6a-SM-ARZLR,Nucleus Accumbens,Male
GTEX-1H4P4-0011-R7b-SM-ARU77,Putamen,Male
GTEX-1H4P4-2726-SM-9JGGB,Cerebellum,Male
GTEX-1HB9E-0011-R10a-SM-CJI3H,Frontal Cortex,Male
GTEX-1HB9E-0011-R11b-SM-ARU79,Cerebellar Hemi.,Male
GTEX-1HB9E-0011-R2b-SM-A96RW,Substantia Nigra,Male
GTEX-1HB9E-0011-R3a-SM-ARL7D,Ant. Cing. Ctx,Male
GTEX-1HB9E-0011-R4b-SM-ARZLS,Amygdala,Male
GTEX-1HB9E-0011-R5b-SM-ARU78,Caudate,Male
GTEX-1HB9E-0011-R6b-SM-A9G1P,Nucleus Accumbens,Male
GTEX-1HB9E-0011-R7b-SM-A9G1Q,Putamen,Male
GTEX-1HB9E-0011-R8b-SM-A9G1O,Hypothalamus,Male
GTEX-1HB9E-2926-SM-D4P3S,Cortex,Male
GTEX-1HB9E-3126-SM-AHZ4M,Cerebellum,Male
GTEX-1HBPH-0011-R10a-SM-CE6SI,Frontal Cortex,Female
GTEX-1HBPH-0011-R11b-SM-A8N7U,Cerebellar Hemi.,Female
GTEX-1HBPH-0011-R3a-SM-A96RY,Ant. Cing. Ctx,Female
GTEX-1HBPH-0011-R4a-SM-A96RX,Amygdala,Female
GTEX-1HBPH-0011-R5b-SM-A9G1R,Caudate,Female
GTEX-1HBPH-0011-R6a-SM-CKZOV,Nucleus Accumbens,Female
GTEX-1HBPH-0011-R8b-SM-CL556,Hypothalamus,Female
GTEX-1HBPH-0011-R9a-SM-CMKH3,Spinal Cord,Female
GTEX-1HBPH-3026-SM-9WPNY,Cerebellum,Female
GTEX-1HBPH-3126-SM-9WYUV,Cortex,Female
GTEX-1HBPI-0011-R10a-SM-A96RZ,Frontal Cortex,Male
GTEX-1HBPI-0011-R11b-SM-CE6SH,Cerebellar Hemi.,Male
GTEX-1HBPI-0011-R1b-SM-A9SKF,Hippocampus,Male
GTEX-1HBPI-0011-R4a-SM-CJI3K,Amygdala,Male
GTEX-1HBPI-0011-R5a-SM-CKZOW,Caudate,Male
GTEX-1HBPI-0011-R6b-SM-A9G1T,Nucleus Accumbens,Male
GTEX-1HBPI-0011-R8a-SM-A9G1S,Hypothalamus,Male
GTEX-1HBPI-0011-R9b-SM-ARL76,Spinal Cord,Male
GTEX-1HBPI-2726-SM-9WPPF,Cerebellum,Male
GTEX-1HBPI-2826-SM-ARZNO,Cortex,Male
GTEX-1HBPM-0011-R10a-SM-CJI3Q,Frontal Cortex,Female
GTEX-1HBPM-0011-R4a-SM-CJI3L,Amygdala,Female
GTEX-1HBPM-0011-R5b-SM-CJI3I,Caudate,Female
GTEX-1HBPM-0011-R6b-SM-ARU73,Nucleus Accumbens,Female
GTEX-1HBPM-0011-R9b-SM-ARL7C,Spinal Cord,Female
GTEX-1HBPM-2926-SM-CL54E,Cortex,Female
GTEX-1HCU6-0011-R10a-SM-CKZP8,Frontal Cortex,Female
GTEX-1HCU6-0011-R11b-SM-AHZ2F,Cerebellar Hemi.,Female
GTEX-1HCU6-0011-R3a-SM-ARU75,Ant. Cing. Ctx,Female
GTEX-1HCU6-0011-R4b-SM-ARU74,Amygdala,Female
GTEX-1HCU6-0011-R5a-SM-ARU76,Caudate,Female
GTEX-1HCU6-0011-R7b-SM-ARL77,Putamen,Female
GTEX-1HCU6-0011-R8a-SM-CJI3R,Hypothalamus,Female
GTEX-1HCU6-3126-SM-CL54L,Cortex,Female
GTEX-1HCVE-0011-R10a-SM-ARZLT,Frontal Cortex,Male
GTEX-1HCVE-0011-R5b-SM-CKZP7,Caudate,Male
GTEX-1HCVE-0011-R7b-SM-A9G1I,Putamen,Male
GTEX-1HCVE-0011-R8a-SM-ARU7A,Hypothalamus,Male
GTEX-1HCVE-2926-SM-9WPPJ,Cerebellum,Male
GTEX-1HCVE-3026-SM-CL54G,Cortex,Male
GTEX-1HFI6-0011-R10b-SM-ARZLO,Frontal Cortex,Male
GTEX-1HFI6-0011-R11b-SM-A96RU,Cerebellar Hemi.,Male
GTEX-1HFI6-0011-R2a-SM-CMKH5,Substantia Nigra,Male
GTEX-1HFI6-0011-R3b-SM-A9SKB,Ant. Cing. Ctx,Male
GTEX-1HFI6-0011-R4b-SM-A96RT,Amygdala,Male
GTEX-1HFI6-0011-R5a-SM-A9G1J,Caudate,Male
GTEX-1HFI6-0011-R6b-SM-CM2SR,Nucleus Accumbens,Male
GTEX-1HFI6-0011-R7b-SM-CM2SS,Putamen,Male
GTEX-1HFI6-0011-R8a-SM-ARZLP,Hypothalamus,Male
GTEX-1HFI6-0011-R9b-SM-CMKH4,Spinal Cord,Male
GTEX-1HFI6-3026-SM-CNPPJ,Cortex,Male
GTEX-1HFI6-3126-SM-A8N8J,Cerebellum,Male
GTEX-1HGF4-0011-R10b-SM-CE6S5,Frontal Cortex,Male
GTEX-1HGF4-0011-R11a-SM-C1YRR,Cerebellar Hemi.,Male
GTEX-1HGF4-0011-R1a-SM-CJI3S,Hippocampus,Male
GTEX-1HGF4-0011-R3b-SM-CL54W,Ant. Cing. Ctx,Male
GTEX-1HGF4-0011-R5b-SM-CM2ST,Caudate,Male
GTEX-1HGF4-0011-R6a-SM-A96S1,Nucleus Accumbens,Male
GTEX-1HGF4-0011-R7a-SM-A96S2,Putamen,Male
GTEX-1HGF4-0011-R8b-SM-CKZP9,Hypothalamus,Male
GTEX-1HGF4-0011-R9a-SM-ADEH9,Spinal Cord,Male
GTEX-1HGF4-3026-SM-A8N89,Cerebellum,Male
GTEX-1HGF4-3126-SM-CL54M,Cortex,Male
GTEX-1HR98-0011-R1a-SM-ARZLQ,Hippocampus,Male
GTEX-1HR98-0011-R2a-SM-ARL7A,Substantia Nigra,Male
GTEX-1HR98-0011-R3b-SM-A9G1U,Ant. Cing. Ctx,Male
GTEX-1HR98-0011-R5a-SM-A9G1V,Caudate,Male
GTEX-1HR98-0011-R9b-SM-ARL79,Spinal Cord,Male
GTEX-1HR98-3026-SM-CNPPK,Cortex,Male
GTEX-1HR9M-0011-R10a-SM-CM2SU,Frontal Cortex,Male
GTEX-1HR9M-0011-R3b-SM-ARL7B,Ant. Cing. Ctx,Male
GTEX-1HR9M-0011-R5a-SM-ARU72,Caudate,Male
GTEX-1HR9M-0011-R6a-SM-ARU6Z,Nucleus Accumbens,Male
GTEX-1HSKV-0011-R10b-SM-CMKH6,Frontal Cortex,Male
GTEX-1HSKV-0011-R11b-SM-AHZ2E,Cerebellar Hemi.,Male
GTEX-1HSKV-0011-R1b-SM-CMKH7,Hippocampus,Male
GTEX-1HSKV-0011-R5b-SM-ARZLN,Caudate,Male
GTEX-1HSKV-0011-R8a-SM-CL54X,Hypothalamus,Male
GTEX-1HSKV-2926-SM-B2LWJ,Cerebellum,Male
GTEX-1HSKV-3026-SM-A96SL,Cortex,Male
GTEX-1HSMO-0011-R10a-SM-CL54Y,Frontal Cortex,Male
GTEX-1HSMO-0011-R1a-SM-CM2SV,Hippocampus,Male
GTEX-1HSMO-0011-R2a-SM-CL553,Substantia Nigra,Male
GTEX-1HSMO-0011-R8b-SM-CM2SW,Hypothalamus,Male
GTEX-1HSMO-0011-R9b-SM-CM2T2,Spinal Cord,Male
GTEX-1HSMO-2926-SM-C1YR5,Cerebellum,Male
GTEX-1HSMO-3026-SM-A9G3F,Cortex,Male
GTEX-1HT8W-0011-R1b-SM-CJI3V,Hippocampus,Male
GTEX-1HT8W-0011-R2a-SM-CMKH9,Substantia Nigra,Male
GTEX-1HT8W-0011-R5b-SM-CJI3P,Caudate,Male
GTEX-1HT8W-0011-R6a-SM-CM2SY,Nucleus Accumbens,Male
GTEX-1HT8W-0011-R7b-SM-CMKH8,Putamen,Male
GTEX-1HT8W-0011-R8b-SM-CM2SX,Hypothalamus,Male
GTEX-1HT8W-2926-SM-A8NA9,Cerebellum,Male
GTEX-1HT8W-3026-SM-CGQEO,Cortex,Male
GTEX-1HUB1-0011-R11b-SM-CE6SC,Cerebellar Hemi.,Male
GTEX-1HUB1-0011-R3b-SM-CKZOX,Ant. Cing. Ctx,Male
GTEX-1HUB1-0011-R5a-SM-CKZOY,Caudate,Male
GTEX-1HUB1-0011-R6b-SM-ARU6W,Nucleus Accumbens,Male
GTEX-1HUB1-2926-SM-ACKXA,Cortex,Male
GTEX-1I19N-0011-R11b-SM-ARU6Y,Cerebellar Hemi.,Male
GTEX-1I19N-0011-R5b-SM-ARU6X,Caudate,Male
GTEX-1I19N-0011-R6b-SM-CY8GC,Nucleus Accumbens,Male
GTEX-1I19N-0011-R9a-SM-CMKHN,Spinal Cord,Male
GTEX-1I19N-2926-SM-A8N8C,Cerebellum,Male
GTEX-1I19N-3026-SM-CL55E,Cortex,Male
GTEX-1I1CD-0011-R10b-SM-CJI3W,Frontal Cortex,Female
GTEX-1I1CD-0011-R2a-SM-CM2T3,Substantia Nigra,Female
GTEX-1I1CD-0011-R6b-SM-CJI3Y,Nucleus Accumbens,Female
GTEX-1I1CD-0011-R7a-SM-CMKHA,Putamen,Female
GTEX-1I1CD-0011-R8b-SM-CJI3X,Hypothalamus,Female
GTEX-1I1CD-0011-R9a-SM-CMKHB,Spinal Cord,Female
GTEX-1I1CD-2926-SM-A96SJ,Cerebellum,Female
GTEX-1I1CD-3026-SM-B2LY2,Cortex,Female
GTEX-1I1GQ-0011-R11b-SM-CKZPA,Cerebellar Hemi.,Male
GTEX-1I1GQ-0011-R1a-SM-CY8GG,Hippocampus,Male
GTEX-1I1GQ-0011-R5a-SM-CMKHJ,Caudate,Male
GTEX-1I1GQ-0011-R6b-SM-CE6SE,Nucleus Accumbens,Male
GTEX-1I1GQ-0011-R7a-SM-CJI41,Putamen,Male
GTEX-1I1GQ-0011-R8a-SM-C1YRS,Hypothalamus,Male
GTEX-1I1GQ-2926-SM-A8N83,Cerebellum,Male
GTEX-1I1GQ-3026-SM-CL55K,Cortex,Male
GTEX-1I1GR-0011-R11a-SM-CM2T5,Cerebellar Hemi.,Male
GTEX-1I1GR-0011-R3a-SM-CM2T4,Ant. Cing. Ctx,Male
GTEX-1I1GR-0011-R4a-SM-CMKHC,Amygdala,Male
GTEX-1I1GR-0011-R5a-SM-CMKHD,Caudate,Male
GTEX-1I1GR-0011-R6a-SM-CMKHI,Nucleus Accumbens,Male
GTEX-1I1GR-2826-SM-A8N8F,Cerebellum,Male
GTEX-1I1GR-2926-SM-CNNQG,Cortex,Male
GTEX-1I1GS-0011-R11a-SM-C1YRU,Cerebellar Hemi.,Male
GTEX-1I1GS-0011-R1a-SM-CJI43,Hippocampus,Male
GTEX-1I1GS-0011-R2b-SM-CMKHG,Substantia Nigra,Male
GTEX-1I1GS-0011-R3b-SM-CYPS7,Ant. Cing. Ctx,Male
GTEX-1I1GS-0011-R5a-SM-CKZPC,Caudate,Male
GTEX-1I1GS-0011-R6b-SM-CMKHE,Nucleus Accumbens,Male
GTEX-1I1GS-0011-R7a-SM-CM2T6,Putamen,Male
GTEX-1I1GS-0011-R8b-SM-CKZPE,Hypothalamus,Male
GTEX-1I1GS-0011-R9b-SM-CMKHF,Spinal Cord,Male
GTEX-1I1GS-3026-SM-ACKW4,Cortex,Male
GTEX-1I1GV-0011-R10a-SM-CE6S6,Frontal Cortex,Male
GTEX-1I1GV-0011-R11a-SM-CJI3Z,Cerebellar Hemi.,Male
GTEX-1I1GV-0011-R1a-SM-CL559,Hippocampus,Male
GTEX-1I1GV-0011-R2a-SM-ARZLF,Substantia Nigra,Male
GTEX-1I1GV-0011-R3a-SM-CL557,Ant. Cing. Ctx,Male
GTEX-1I1GV-0011-R5b-SM-CKZPD,Caudate,Male
GTEX-1I1GV-0011-R6b-SM-ARU6Q,Nucleus Accumbens,Male
GTEX-1I1GV-0011-R7a-SM-ARU6R,Putamen,Male
GTEX-1I1GV-0011-R9b-SM-ARZLE,Spinal Cord,Male
GTEX-1I1GV-3026-SM-CNNR9,Cerebellum,Male
GTEX-1I1GV-3126-SM-A96SF,Cortex,Male
GTEX-1I1HK-0011-R10b-SM-CJI3M,Frontal Cortex,Male
GTEX-1I1HK-0011-R11a-SM-B2LVN,Cerebellar Hemi.,Male
GTEX-1I1HK-0011-R1b-SM-CM2T7,Hippocampus,Male
GTEX-1I1HK-0011-R5b-SM-ARU6S,Caudate,Male
GTEX-1I1HK-0011-R6b-SM-CM2T9,Nucleus Accumbens,Male
GTEX-1I1HK-0011-R8b-SM-E8VN9,Hypothalamus,Male
GTEX-1I1HK-0011-R9a-SM-CMKHK,Spinal Cord,Male
GTEX-1I1HK-2726-SM-AHZ2M,Cerebellum,Male
GTEX-1I1HK-2826-SM-CKZPL,Cortex,Male
GTEX-1ICLZ-0011-R10a-SM-A9SM2,Frontal Cortex,Male
GTEX-1ICLZ-0011-R11a-SM-CJI3N,Cerebellar Hemi.,Male
GTEX-1ICLZ-0011-R1b-SM-A9SM3,Hippocampus,Male
GTEX-1ICLZ-0011-R4a-SM-CMKHL,Amygdala,Male
GTEX-1ICLZ-0011-R6b-SM-A9G3A,Nucleus Accumbens,Male
GTEX-1ICLZ-0011-R7a-SM-ARZLU,Putamen,Male
GTEX-1ICLZ-0011-R8b-SM-ACKX4,Hypothalamus,Male
GTEX-1ICLZ-0011-R9a-SM-ARL7E,Spinal Cord,Male
GTEX-1ICLZ-2726-SM-A8N8R,Cerebellum,Male
GTEX-1ICLZ-2826-SM-CL53U,Cortex,Male
GTEX-1IDFM-2826-SM-ACKWJ,Cortex,Male
GTEX-1IDJH-0011-R10a-SM-ARZLK,Frontal Cortex,Male
GTEX-1IDJH-0011-R11b-SM-C1YRT,Cerebellar Hemi.,Male
GTEX-1IDJH-0011-R1b-SM-ARU6U,Hippocampus,Male
GTEX-1IDJH-0011-R3a-SM-CJI42,Ant. Cing. Ctx,Male
GTEX-1IDJH-0011-R5a-SM-CE6SR,Caudate,Male
GTEX-1IDJH-0011-R6a-SM-A9SLZ,Nucleus Accumbens,Male
GTEX-1IDJH-0011-R7a-SM-A9SM1,Putamen,Male
GTEX-1IDJH-0011-R8b-SM-ARZLL,Hypothalamus,Male
GTEX-1IDJH-0011-R9a-SM-ADEIN,Spinal Cord,Male
GTEX-1IDJH-3026-SM-CL53B,Cortex,Male
GTEX-1IDJH-3126-SM-C1YQS,Cerebellum,Male
GTEX-1IGQW-0011-R11a-SM-C1YRV,Cerebellar Hemi.,Male
GTEX-1IGQW-0011-R2b-SM-D4P26,Substantia Nigra,Male
GTEX-1IGQW-0011-R5b-SM-CJI44,Caudate,Male
GTEX-1IGQW-0011-R6a-SM-CM2TC,Nucleus Accumbens,Male
GTEX-1IGQW-0011-R9b-SM-D4P25,Spinal Cord,Male
GTEX-1IGQW-2726-SM-A8N9K,Cerebellum,Male
GTEX-1IKJJ-0011-R2b-SM-ARZLJ,Substantia Nigra,Male
GTEX-1IKJJ-0011-R3b-SM-C1YRW,Ant. Cing. Ctx,Male
GTEX-1IKJJ-0011-R5b-SM-CE6SL,Caudate,Male
GTEX-1IKJJ-0011-R7a-SM-ARZLH,Putamen,Male
GTEX-1IKJJ-0011-R9a-SM-ARZLI,Spinal Cord,Male
GTEX-1IKJJ-2926-SM-A9G2N,Cortex,Male
GTEX-1IKK5-0011-R10b-SM-CE6SP,Frontal Cortex,Male
GTEX-1IKK5-0011-R11a-SM-C1YRX,Cerebellar Hemi.,Male
GTEX-1IKK5-0011-R1b-SM-CE6SQ,Hippocampus,Male
GTEX-1IKK5-0011-R3b-SM-C1YRY,Ant. Cing. Ctx,Male
GTEX-1IKK5-0011-R5b-SM-CL55B,Caudate,Male
GTEX-1IKK5-0011-R6b-SM-A9SLY,Nucleus Accumbens,Male
GTEX-1IKK5-0011-R7b-SM-A9G39,Putamen,Male
GTEX-1IKK5-0011-R8b-SM-CJI45,Hypothalamus,Male
GTEX-1IKK5-2926-SM-ARU7Q,Cortex,Male
GTEX-1IKOH-0011-R11a-SM-AHZ38,Cerebellar Hemi.,Female
GTEX-1IKOH-0011-R2a-SM-CMKHO,Substantia Nigra,Female
GTEX-1IKOH-0011-R5a-SM-ARU8C,Caudate,Female
GTEX-1IKOH-0011-R6b-SM-A9G1W,Nucleus Accumbens,Female
GTEX-1IKOH-0011-R7b-SM-CKZPH,Putamen,Female
GTEX-1IKOH-0011-R8a-SM-A9SKG,Hypothalamus,Female
GTEX-1IKOH-2826-SM-CNNRC,Cerebellum,Female
GTEX-1IL2U-0011-R11a-SM-CE6SO,Cerebellar Hemi.,Male
GTEX-1IL2U-0011-R2a-SM-ARU6V,Substantia Nigra,Male
GTEX-1IL2U-0011-R5a-SM-CE6SN,Caudate,Male
GTEX-1IL2U-0011-R6a-SM-ARZLG,Nucleus Accumbens,Male
GTEX-1IL2U-2926-SM-A8N8V,Cerebellum,Male
GTEX-1IL2U-3026-SM-C1YSH,Cortex,Male
GTEX-1IL2V-0011-R10a-SM-CL55A,Frontal Cortex,Male
GTEX-1IL2V-0011-R11a-SM-ARU6T,Cerebellar Hemi.,Male
GTEX-1IL2V-0011-R5a-SM-ARL78,Caudate,Male
GTEX-1IL2V-3026-SM-CYPSA,Cerebellum,Male
GTEX-1IOXB-0011-R10a-SM-D3L8I,Frontal Cortex,Male
GTEX-1IOXB-0011-R11a-SM-A9G1X,Cerebellar Hemi.,Male
GTEX-1IOXB-0011-R1a-SM-D4P27,Hippocampus,Male
GTEX-1IOXB-0011-R7b-SM-CE6SM,Putamen,Male
GTEX-1IOXB-3126-SM-CKZO1,Cortex,Male
GTEX-1IY9M-0011-R11b-SM-A96TI,Cerebellar Hemi.,Male
GTEX-1IY9M-0011-R1a-SM-EXURZ,Hippocampus,Male
GTEX-1IY9M-0011-R2a-SM-D4P29,Substantia Nigra,Male
GTEX-1IY9M-0011-R4a-SM-C1YQ2,Amygdala,Male
GTEX-1IY9M-0011-R5a-SM-A9SLX,Caudate,Male
GTEX-1IY9M-0011-R6a-SM-D4P28,Nucleus Accumbens,Male
GTEX-1IY9M-0011-R7a-SM-D4P49,Putamen,Male
GTEX-1IY9M-0011-R8a-SM-EYYWW,Hypothalamus,Male
GTEX-1IY9M-0011-R9b-SM-D3L8J,Spinal Cord,Male
GTEX-1IY9M-3026-SM-A9G37,Cortex,Male
GTEX-1IY9M-3126-SM-AHZ3A,Cerebellum,Male
GTEX-1J1OQ-0011-R10a-SM-A9G1Y,Frontal Cortex,Female
GTEX-1J1OQ-0011-R11a-SM-A96S3,Cerebellar Hemi.,Female
GTEX-1J1OQ-0011-R1a-SM-A9G1Z,Hippocampus,Female
GTEX-1J1OQ-0011-R2b-SM-ARU88,Substantia Nigra,Female
GTEX-1J1OQ-0011-R3b-SM-D4P2B,Ant. Cing. Ctx,Female
GTEX-1J1OQ-0011-R4a-SM-D4P2A,Amygdala,Female
GTEX-1J1OQ-0011-R5a-SM-D3L8K,Caudate,Female
GTEX-1J1OQ-0011-R6a-SM-ARU86,Nucleus Accumbens,Female
GTEX-1J1OQ-0011-R7b-SM-ARU87,Putamen,Female
GTEX-1J1OQ-0011-R8a-SM-ACKVE,Hypothalamus,Female
GTEX-1J1OQ-0011-R9b-SM-ARZMK,Spinal Cord,Female
GTEX-1J1OQ-3126-SM-D4P2O,Cerebellum,Female
GTEX-1J1OQ-3226-SM-A9G2Q,Cortex,Female
GTEX-1J8EW-0011-R11a-SM-AHZ37,Cerebellar Hemi.,Female
GTEX-1J8EW-0011-R3a-SM-ARU8A,Ant. Cing. Ctx,Female
GTEX-1J8EW-0011-R4b-SM-ARU89,Amygdala,Female
GTEX-1J8EW-0011-R5b-SM-ARU8B,Caudate,Female
GTEX-1J8EW-0011-R9b-SM-D4P2F,Spinal Cord,Female
GTEX-1J8EW-2926-SM-A8N9A,Cerebellum,Female
GTEX-1J8JJ-0011-R5a-SM-D4P2G,Caudate,Female
GTEX-1J8JJ-0011-R9a-SM-ACKVF,Spinal Cord,Female
GTEX-1J8Q2-0011-R10b-SM-D4P2C,Frontal Cortex,Male
GTEX-1J8Q2-0011-R11a-SM-A9SKI,Cerebellar Hemi.,Male
GTEX-1J8Q2-0011-R1a-SM-D4P2D,Hippocampus,Male
GTEX-1J8Q2-0011-R2b-SM-EAZ2X,Substantia Nigra,Male
GTEX-1J8Q2-0011-R3b-SM-ACKVG,Ant. Cing. Ctx,Male
GTEX-1J8Q2-0011-R4a-SM-ADEHA,Amygdala,Male
GTEX-1J8Q2-0011-R5b-SM-A9SKH,Caudate,Male
GTEX-1J8Q2-0011-R6a-SM-CKZPG,Nucleus Accumbens,Male
GTEX-1J8Q2-0011-R7a-SM-CKZPF,Putamen,Male
